,Cluster,Day_of_week,Name_of_the_Base,Type_of_tasking,Tasking_location,Region,Time_of_day,MonthYear,Tasking_complnotcompl
13871,0,Saturday,Prestwick,Search Only,Land,Highlands and Islands,3:00pm - 5:59pm,03/2021,Yes
13872,0,Sunday,Humberside,Support,Coast,Yorkshire and the Humber,3:00am - 5:59am,03/2021,Yes
13873,0,Sunday,Prestwick,Pre-arranged Transfer,Land,Highlands and Islands,6:00am - 8:59am,03/2021,Yes
13874,1,Sunday,Newquay,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,03/2021,Yes
13875,1,Sunday,Lee On Solent,Search Only,Coast,South East,3:00pm - 5:59pm,03/2021,Yes
13876,1,Monday,Humberside,Support,Coast,North East,6:00am - 8:59am,03/2021,Yes
13877,0,Monday,Prestwick,Pre-arranged Transfer,Land,Highlands and Islands,6:00am - 8:59am,03/2021,Yes
13878,0,Monday,Caernarfon,Support,Coast,North West,12:00pm - 2:59pm,03/2021,Yes
13879,1,Monday,Prestwick,Support,Coast,Eastern Scotland,3:00pm - 5:59pm,03/2021,Yes
13880,1,Monday,Lee On Solent,Support,Coast,South East,3:00pm - 5:59pm,03/2021,Yes
13881,1,Monday,St Athan,Rescue/Recovery,Coast,Wales,6:00pm - 8:59pm,03/2021,Yes
13882,1,Tuesday,St Athan,Support,Coast,Wales,3:00am - 5:59am,03/2021,Yes
13883,0,Tuesday,Caernarfon,Rescue/Recovery,Maritime,North West,3:00am - 5:59am,03/2021,Yes
13884,1,Tuesday,St Athan,Support,Land,South West,3:00pm - 5:59pm,03/2021,Yes
13885,1,Tuesday,St Athan,Support,Land,South West,3:00pm - 5:59pm,03/2021,Yes
13886,0,Tuesday,Inverness,Search Only,Land,Highlands and Islands,6:00pm - 8:59pm,03/2021,Yes
13887,0,Tuesday,St Athan,Support,Land,South West,6:00pm - 8:59pm,03/2021,Yes
13888,0,Tuesday,Humberside,Rescue/Recovery,Maritime,Yorkshire and the Humber,6:00pm - 8:59pm,03/2021,Yes
13889,0,Tuesday,Lydd,Support,Land,South East,6:00pm - 8:59pm,03/2021,Yes
13890,0,Wednesday,Caernarfon,Support,Coast,North West,12:00pm - 2:59pm,03/2021,Yes
13891,1,Wednesday,Lydd,Search Only,Coast,South East,9:00am - 11:59am,03/2021,Yes
13892,0,Wednesday,Lydd,Rescue/Recovery,Land,South East,3:00pm - 5:59pm,03/2021,Yes
13893,0,Wednesday,Lydd,Rescue/Recovery,Maritime,South East,6:00pm - 8:59pm,03/2021,Yes
13894,0,Wednesday,Prestwick,Rescue/Recovery,Land,Eastern Scotland,6:00pm - 8:59pm,03/2021,Yes
13895,0,Wednesday,Stornoway,Support,Coast,Highlands and Islands,9:00pm - 11:59pm,03/2021,Yes
13896,0,Wednesday,Inverness,Search Only,Land,Eastern Scotland,9:00pm - 11:59pm,03/2021,Yes
13897,0,Thursday,Prestwick,Rescue/Recovery,Land,Eastern Scotland,12:00pm - 2:59pm,04/2021,Yes
13898,0,Thursday,Stornoway,Rescue/Recovery,Coast,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13899,0,Thursday,Lydd,Pre-arranged Transfer,Land,South West,12:00pm - 2:59pm,04/2021,Yes
13900,0,Thursday,Sumburgh,Support,Maritime,North Eastern Scotland,9:00pm - 11:59pm,04/2021,Yes
13901,0,Friday,St Athan,Search Only,Land,Wales,3:00am - 5:59am,04/2021,Yes
13902,0,Friday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
13903,0,Friday,Prestwick,Support,Land,Eastern Scotland,3:00pm - 5:59pm,04/2021,Yes
13904,1,Friday,Humberside,Support,Coast,North East,9:00pm - 11:59pm,04/2021,No
13905,0,Friday,Humberside,Rescue/Recovery,Maritime,East of England,9:00pm - 11:59pm,04/2021,Yes
13906,1,Saturday,Newquay,Rescue/Recovery,Maritime,South West,6:00am - 8:59am,04/2021,Yes
13907,0,Saturday,St Athan,Support,Land,Wales,9:00am - 11:59am,04/2021,Yes
13908,1,Saturday,Humberside,Rescue/Recovery,Maritime,East of England,9:00am - 11:59am,04/2021,Yes
13909,0,Saturday,Prestwick,Rescue/Recovery,Land,North East,12:00pm - 2:59pm,04/2021,Yes
13910,1,Saturday,St Athan,Rescue/Recovery,Coast,Wales,12:00pm - 2:59pm,04/2021,Yes
13911,0,Saturday,Inverness,Rescue/Recovery,Maritime,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
13912,0,Saturday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
13913,0,Saturday,Humberside,Rescue/Recovery,Maritime,Yorkshire and the Humber,12:00pm - 2:59pm,04/2021,Yes
13914,0,Saturday,Prestwick,Search Only,Land,North West,12:00pm - 2:59pm,04/2021,Yes
13915,0,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,04/2021,Yes
13916,1,Saturday,Newquay,Rescue/Recovery,Coast,South West,3:00pm - 5:59pm,04/2021,Yes
13917,0,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,6:00pm - 8:59pm,04/2021,Yes
13918,0,Saturday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13919,1,Saturday,Humberside,Rescue/Recovery,Coast,North East,6:00pm - 8:59pm,04/2021,Yes
13920,1,Saturday,Prestwick,Search Only,Coast,Southern Scotland,9:00pm - 11:59pm,04/2021,Yes
13921,0,Sunday,Prestwick,Rescue/Recovery,Coast,Eastern Scotland,9:00am - 11:59am,04/2021,Yes
13922,0,Sunday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,04/2021,Yes
13923,0,Sunday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,3:00pm - 5:59pm,04/2021,Yes
13924,0,Sunday,St Athan,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,04/2021,Yes
13925,0,Sunday,Lee On Solent,Search Only,Coast,South East,6:00pm - 8:59pm,04/2021,Yes
13926,0,Sunday,Lydd,Rescue/Recovery,Coast,South East,6:00am - 8:59am,04/2021,Yes
13927,1,Monday,Lee On Solent,Support,Coast,South East,9:00am - 11:59am,04/2021,Yes
13928,0,Monday,Inverness,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13929,0,Monday,Stornoway,Pre-arranged Transfer,Land,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13930,0,Monday,Sumburgh,Pre-arranged Transfer,Coast,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13931,0,Tuesday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
13932,0,Tuesday,Prestwick,Rescue/Recovery,Land,Northern Ireland,3:00pm - 5:59pm,04/2021,Yes
13933,1,Tuesday,Lydd,Rescue/Recovery,Maritime,South East,3:00pm - 5:59pm,04/2021,Yes
13934,0,Tuesday,St Athan,Rescue/Recovery,Land,Wales,6:00pm - 8:59pm,04/2021,Yes
13935,0,Wednesday,Humberside,Rescue/Recovery,Maritime,East of England,9:00am - 11:59am,04/2021,Yes
13936,1,Wednesday,Newquay,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,04/2021,Yes
13937,0,Wednesday,Inverness,Rescue/Recovery,Land,North Eastern Scotland,12:00pm - 2:59pm,04/2021,Yes
13938,1,Wednesday,Newquay,Pre-arranged Transfer,Coast,South West,3:00pm - 5:59pm,04/2021,Yes
13939,0,Thursday,Lee On Solent,Pre-arranged Transfer,Land,South East,12:00am - 2:59am,04/2021,Yes
13940,0,Thursday,Prestwick,Pre-arranged Transfer,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
13941,0,Friday,Prestwick,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13942,0,Friday,Humberside,Search Only,Land,Yorkshire and the Humber,9:00pm - 11:59pm,04/2021,Yes
13943,0,Saturday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,6:00am - 8:59am,04/2021,Yes
13944,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South East,9:00am - 11:59am,04/2021,Yes
13945,1,Saturday,Newquay,Search Only,Land,South West,3:00pm - 5:59pm,04/2021,Yes
13946,1,Saturday,St Athan,Rescue/Recovery,Coast,Wales,3:00pm - 5:59pm,04/2021,Yes
13947,1,Saturday,Newquay,Search Only,Land,South West,9:00pm - 11:59pm,04/2021,Yes
13948,0,Saturday,Stornoway,Pre-arranged Transfer,Land,Highlands and Islands,9:00pm - 11:59pm,04/2021,Yes
13949,0,Saturday,St Athan,Search Only,Land,South West,12:00pm - 2:59pm,04/2021,Yes
13950,0,Sunday,St Athan,Support,Land,South West,9:00am - 11:59am,04/2021,Yes
13951,0,Sunday,Prestwick,Rescue/Recovery,Land,North Eastern Scotland,12:00pm - 2:59pm,04/2021,Yes
13952,0,Sunday,St Athan,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,04/2021,Yes
13953,0,Sunday,Prestwick,Rescue/Recovery,Land,West Central Scotland,3:00pm - 5:59pm,04/2021,Yes
13954,0,Sunday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,04/2021,Yes
13955,0,Sunday,Inverness,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13956,1,Monday,Caernarfon,Support,Coast,North West,9:00am - 11:59am,04/2021,Yes
13957,0,Monday,Humberside,Rescue/Recovery,Land,Yorkshire and the Humber,3:00pm - 5:59pm,04/2021,Yes
13958,1,Monday,Lydd,Support,Coast,South East,6:00pm - 8:59pm,04/2021,Yes
13959,1,Tuesday,Newquay,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,04/2021,Yes
13960,0,Tuesday,Lee On Solent,Pre-arranged Transfer,Land,South East,3:00pm - 5:59pm,04/2021,Yes
13961,1,Tuesday,Lydd,Rescue/Recovery,Coast,South East,3:00pm - 5:59pm,04/2021,Yes
13962,1,Tuesday,Newquay,Pre-arranged Transfer,Coast,South West,3:00pm - 5:59pm,04/2021,Yes
13963,0,Wednesday,Inverness,Search Only,Coast,Highlands and Islands,12:00am - 2:59am,04/2021,Yes
13964,0,Wednesday,Prestwick,Pre-arranged Transfer,Coast,Highlands and Islands,3:00am - 5:59am,04/2021,Yes
13965,1,Wednesday,St Athan,Support,Coast,South West,6:00am - 8:59am,04/2021,Yes
13966,0,Wednesday,Stornoway,Search Only,Coast,Highlands and Islands,6:00am - 8:59am,04/2021,Yes
13967,0,Wednesday,Sumburgh,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13968,1,Wednesday,Lee On Solent,Support,Coast,South West,3:00pm - 5:59pm,04/2021,Yes
13969,0,Wednesday,Stornoway,Rescue/Recovery,Maritime,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13970,0,Wednesday,Prestwick,Rescue/Recovery,Maritime,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13971,1,Thursday,Humberside,Rescue/Recovery,Coast,East of England,6:00am - 8:59am,04/2021,Yes
13972,1,Thursday,St Athan,Support,Coast,South West,12:00pm - 2:59pm,04/2021,Yes
13973,0,Thursday,Humberside,Search Only,Land,North East,12:00pm - 2:59pm,04/2021,Yes
13974,0,Thursday,Prestwick,Rescue/Recovery,Land,Eastern Scotland,12:00pm - 2:59pm,04/2021,Yes
13975,1,Thursday,Caernarfon,Rescue/Recovery,Coast,Wales,3:00pm - 5:59pm,04/2021,Yes
13976,1,Thursday,Caernarfon,Rescue/Recovery,Coast,Wales,6:00pm - 8:59pm,04/2021,Yes
13977,0,Friday,Caernarfon,Rescue/Recovery,Land,Wales,9:00am - 11:59am,04/2021,Yes
13978,0,Friday,Sumburgh,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,04/2021,Yes
13979,1,Friday,Newquay,Search Only,Maritime,South West,9:00am - 11:59am,04/2021,Yes
13980,0,Friday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
13981,0,Friday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,04/2021,Yes
13982,1,Friday,Stornoway,Rescue/Recovery,Coast,Highlands and Islands,3:00pm - 5:59pm,04/2021,Yes
13983,1,Friday,Newquay,Search Only,Coast,South West,3:00pm - 5:59pm,04/2021,Yes
13984,0,Friday,Lydd,Rescue/Recovery,Land,South East,6:00pm - 8:59pm,04/2021,Yes
13985,1,Friday,St Athan,Support,Coast,Wales,9:00pm - 11:59pm,04/2021,Yes
13986,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South West,3:00pm - 5:59pm,04/2021,Yes
13987,0,Saturday,Prestwick,Rescue/Recovery,Land,North West,12:00pm - 2:59pm,04/2021,Yes
13988,1,Saturday,Lydd,Support,Coast,South East,3:00pm - 5:59pm,04/2021,Yes
13989,1,Saturday,Caernarfon,Support,Coast,Southern Scotland,6:00pm - 8:59pm,04/2021,Yes
13990,0,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,6:00pm - 8:59pm,04/2021,Yes
13991,1,Saturday,Lydd,Search Only,Coast,South East,6:00pm - 8:59pm,04/2021,Yes
13992,0,Saturday,Prestwick,Rescue/Recovery,Land,West Central Scotland,6:00pm - 8:59pm,04/2021,Yes
13993,1,Saturday,Inverness,Rescue/Recovery,Coast,Highlands and Islands,9:00pm - 11:59pm,04/2021,Yes
13994,0,Sunday,Lee On Solent,Pre-arranged Transfer,Coast,Wales,6:00am - 8:59am,04/2021,Yes
13995,0,Sunday,St Athan,Pre-arranged Transfer,Coast,Wales,12:00pm - 2:59pm,04/2021,Yes
13996,0,Sunday,St Athan,Rescue/Recovery,Land,South West,6:00pm - 8:59pm,04/2021,Yes
13997,0,Monday,Inverness,Rescue/Recovery,Coast,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
13998,0,Monday,Caernarfon,Rescue/Recovery,Land,North West,6:00pm - 8:59pm,04/2021,Yes
13999,0,Monday,Lee On Solent,Search Only,Land,South East,12:00pm - 2:59pm,04/2021,Yes
14000,0,Monday,Lydd,Rescue/Recovery,Coast,South East,12:00pm - 2:59pm,04/2021,Yes
14001,1,Monday,St Athan,Rescue/Recovery,Coast,South West,9:00am - 11:59am,04/2021,Yes
14002,0,Tuesday,Inverness,Pre-arranged Transfer,Land,Highlands and Islands,12:00am - 2:59am,04/2021,Yes
14003,0,Tuesday,Prestwick,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
14004,0,Tuesday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,3:00pm - 5:59pm,04/2021,Yes
14005,0,Tuesday,Inverness,Search Only,Land,Highlands and Islands,3:00pm - 5:59pm,04/2021,Yes
14006,0,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,6:00am - 8:59am,04/2021,Yes
14007,0,Wednesday,Prestwick,Support,Land,Southern Scotland,9:00am - 11:59am,04/2021,Yes
14008,0,Wednesday,Humberside,Rescue/Recovery,Maritime,East of England,9:00am - 11:59am,04/2021,Yes
14009,0,Wednesday,Sumburgh,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,04/2021,Yes
14010,0,Wednesday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
14011,1,Wednesday,St Athan,Rescue/Recovery,Coast,Wales,12:00am - 2:59am,04/2021,Yes
14012,1,Wednesday,Newquay,Pre-arranged Transfer,Coast,South West,6:00pm - 8:59pm,04/2021,Yes
14013,0,Thursday,St Athan,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,04/2021,Yes
14014,0,Thursday,Lee On Solent,Pre-arranged Transfer,Land,South East,6:00pm - 8:59pm,04/2021,Yes
14015,1,Friday,Lee On Solent,Rescue/Recovery,Maritime,South West,6:00am - 8:59am,04/2021,Yes
14016,1,Friday,Lee On Solent,Support,Coast,South East,9:00am - 11:59am,04/2021,Yes
14017,0,Friday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,9:00am - 11:59am,04/2021,Yes
14018,0,Friday,Humberside,Rescue/Recovery,Land,Yorkshire and the Humber,12:00pm - 2:59pm,04/2021,Yes
14019,0,Friday,Prestwick,Pre-arranged Transfer,Land,Highlands and Islands,3:00pm - 5:59pm,04/2021,Yes
14020,0,Friday,Inverness,Support,Land,North Eastern Scotland,6:00pm - 8:59pm,04/2021,Yes
14021,1,Friday,Newquay,Support,Coast,South West,9:00pm - 11:59pm,04/2021,Yes
14022,1,Saturday,Caernarfon,Support,Coast,Wales,3:00am - 5:59am,04/2021,Yes
14023,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,04/2021,Yes
14024,0,Saturday,Prestwick,Support,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
14025,1,Saturday,St Athan,Support,Coast,Wales,12:00pm - 2:59pm,04/2021,Yes
14026,0,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,04/2021,Yes
14027,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,04/2021,Yes
14028,1,Saturday,St Athan,Support,Coast,Wales,3:00pm - 5:59pm,04/2021,Yes
14029,1,Saturday,Lee On Solent,Support,Coast,South East,3:00pm - 5:59pm,04/2021,Yes
14030,1,Saturday,Inverness,Support,Coast,Highlands and Islands,3:00pm - 5:59pm,04/2021,Yes
14031,1,Saturday,St Athan,Rescue/Recovery,Coast,Wales,3:00pm - 5:59pm,04/2021,Yes
14032,0,Saturday,Prestwick,Support,Land,Northern Ireland,3:00pm - 5:59pm,04/2021,Yes
14033,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
14034,1,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,04/2021,Yes
14035,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
14036,0,Sunday,Inverness,Search Only,Land,Highlands and Islands,12:00am - 2:59am,04/2021,Yes
14037,0,Sunday,Sumburgh,Search Only,Land,Highlands and Islands,12:00am - 2:59am,04/2021,Yes
14038,1,Sunday,Lee On Solent,Support,Coast,South East,3:00pm - 5:59pm,04/2021,Yes
14039,1,Sunday,Newquay,Support,Maritime,South West,3:00pm - 5:59pm,04/2021,Yes
14040,0,Sunday,St Athan,Support,Land,Wales,3:00pm - 5:59pm,04/2021,Yes
14041,0,Sunday,Prestwick,Rescue/Recovery,Land,Eastern Scotland,3:00pm - 5:59pm,04/2021,Yes
14042,0,Sunday,St Athan,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,04/2021,Yes
14043,0,Sunday,Prestwick,Support,Coast,Eastern Scotland,6:00pm - 8:59pm,04/2021,Yes
14044,0,Sunday,Caernarfon,Search Only,Land,Wales,9:00pm - 11:59pm,04/2021,Yes
14045,0,Monday,Stornoway,Support,Land,Highlands and Islands,6:00am - 8:59am,04/2021,Yes
14046,0,Monday,Prestwick,Rescue/Recovery,Coast,West Central Scotland,12:00pm - 2:59pm,04/2021,Yes
14047,0,Monday,Prestwick,Support,Land,North West,9:00pm - 11:59pm,04/2021,Yes
14048,0,Tuesday,Stornoway,Pre-arranged Transfer,Land,Highlands and Islands,12:00am - 2:59am,04/2021,Yes
14049,0,Tuesday,Humberside,Support,Land,Yorkshire and the Humber,12:00pm - 2:59pm,04/2021,Yes
14050,0,Tuesday,Inverness,Support,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
14051,0,Tuesday,Caernarfon,Rescue/Recovery,Coast,Wales,12:00pm - 2:59pm,04/2021,Yes
14052,1,Tuesday,Inverness,Search Only,Coast,North Eastern Scotland,3:00pm - 5:59pm,04/2021,Yes
14053,0,Tuesday,Prestwick,Support,Coast,Northern Ireland,6:00pm - 8:59pm,04/2021,Yes
14054,0,Tuesday,Prestwick,Support,Coast,Highlands and Islands,6:00pm - 8:59pm,04/2021,Yes
14055,1,Wednesday,Lydd,Rescue/Recovery,Coast,South East,6:00am - 8:59am,04/2021,Yes
14056,0,Wednesday,St Athan,Rescue/Recovery,Land,South West,12:00pm - 2:59pm,04/2021,Yes
14057,1,Wednesday,Newquay,Support,Land,South West,3:00pm - 5:59pm,04/2021,Yes
14058,0,Wednesday,Humberside,Rescue/Recovery,Maritime,Yorkshire and the Humber,6:00pm - 8:59pm,04/2021,Yes
14059,1,Wednesday,Humberside,Rescue/Recovery,Coast,East of England,6:00pm - 8:59pm,04/2021,Yes
14060,1,Thursday,Lee On Solent,Search Only,Coast,South East,12:00am - 2:59am,04/2021,Yes
14061,0,Thursday,Prestwick,Search Only,Coast,West Central Scotland,12:00pm - 2:59pm,04/2021,No
14062,0,Thursday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
14063,0,Thursday,Prestwick,Rescue/Recovery,Coast,Highlands and Islands,12:00pm - 2:59pm,04/2021,Yes
14064,1,Friday,Lee On Solent,Support,Coast,South East,9:00am - 11:59am,04/2021,Yes
14065,0,Friday,Humberside,Support,Maritime,Yorkshire and the Humber,12:00pm - 2:59pm,04/2021,Yes
14066,0,Friday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,04/2021,Yes
14067,0,Friday,Lee On Solent,Rescue/Recovery,Maritime,South East,6:00pm - 8:59pm,04/2021,Yes
14068,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South East,12:00am - 2:59am,05/2021,Yes
14069,1,Saturday,St Athan,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,05/2021,Yes
14070,1,Saturday,Lee On Solent,Rescue/Recovery,Maritime,North West,9:00am - 11:59am,05/2021,Yes
14071,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14072,1,Saturday,Caernarfon,Rescue/Recovery,Maritime,North West,9:00am - 11:59am,05/2021,Yes
14073,1,Saturday,St Athan,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,05/2021,No
14074,1,Saturday,St Athan,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,05/2021,Yes
14075,0,Saturday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14076,0,Saturday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14077,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14078,0,Saturday,Caernarfon,Pre-arranged Transfer,Land,Wales,12:00pm - 2:59pm,05/2021,Yes
14079,0,Saturday,Sumburgh,Support,Maritime,Highlands and Islands,6:00pm - 8:59pm,05/2021,Yes
14080,1,Sunday,Newquay,Rescue/Recovery,Maritime,South West,6:00am - 8:59am,05/2021,Yes
14081,1,Sunday,Newquay,Rescue/Recovery,Maritime,South West,6:00am - 8:59am,05/2021,Yes
14082,0,Sunday,Lydd,Support,Maritime,South East,9:00am - 11:59am,05/2021,Yes
14083,0,Sunday,St Athan,Search Only,Coast,Wales,6:00am - 8:59am,05/2021,Yes
14084,0,Sunday,Humberside,Rescue/Recovery,Coast,Yorkshire and the Humber,12:00pm - 2:59pm,05/2021,Yes
14085,0,Sunday,Humberside,Rescue/Recovery,Maritime,East of England,3:00pm - 5:59pm,05/2021,Yes
14086,0,Sunday,Inverness,Search Only,Coast,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14087,0,Sunday,Stornoway,Rescue/Recovery,Coast,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14088,0,Sunday,Prestwick,Rescue/Recovery,Coast,Eastern Scotland,3:00pm - 5:59pm,05/2021,Yes
14089,0,Sunday,Caernarfon,Pre-arranged Transfer,Land,Southern Scotland,6:00pm - 8:59pm,05/2021,Yes
14090,0,Sunday,Lydd,Support,Coast,South East,9:00pm - 11:59pm,05/2021,Yes
14091,0,Monday,Prestwick,Search Only,Coast,Southern Scotland,9:00am - 11:59am,05/2021,Yes
14092,0,Monday,St Athan,Rescue/Recovery,Maritime,Wales,9:00am - 11:59am,05/2021,Yes
14093,1,Monday,Newquay,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,05/2021,Yes
14094,1,Monday,Lee On Solent,Support,Coast,South West,3:00pm - 5:59pm,05/2021,Yes
14095,0,Monday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14096,0,Monday,St Athan,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,05/2021,Yes
14097,0,Monday,Sumburgh,Rescue/Recovery,Coast,Highlands and Islands,6:00pm - 8:59pm,05/2021,Yes
14098,1,Monday,St Athan,Search Only,Coast,Wales,9:00pm - 11:59pm,05/2021,Yes
14099,0,Tuesday,Lee On Solent,Pre-arranged Transfer,Land,South West,3:00am - 5:59am,05/2021,Yes
14100,1,Tuesday,St Athan,Rescue/Recovery,Land,South West,3:00pm - 5:59pm,05/2021,Yes
14101,1,Tuesday,Lee On Solent,Support,Coast,South West,6:00pm - 8:59pm,05/2021,Yes
14102,1,Tuesday,Inverness,Support,Coast,Eastern Scotland,9:00pm - 11:59pm,05/2021,Yes
14103,1,Wednesday,Lydd,Support,Coast,South East,6:00am - 8:59am,05/2021,Yes
14104,0,Wednesday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,6:00am - 8:59am,05/2021,Yes
14105,0,Wednesday,Humberside,Rescue/Recovery,Maritime,East of England,9:00am - 11:59am,05/2021,Yes
14106,1,Wednesday,Newquay,Search Only,Maritime,South West,12:00pm - 2:59pm,05/2021,Yes
14107,0,Wednesday,St Athan,Support,Coast,Wales,12:00pm - 2:59pm,05/2021,Yes
14108,1,Wednesday,Newquay,Rescue/Recovery,Maritime,South West,3:00pm - 5:59pm,05/2021,Yes
14109,0,Wednesday,Humberside,Rescue/Recovery,Maritime,East of England,12:00pm - 2:59pm,05/2021,Yes
14110,1,Wednesday,Inverness,Rescue/Recovery,Coast,North Eastern Scotland,3:00pm - 5:59pm,05/2021,Yes
14111,0,Wednesday,Lee On Solent,Rescue/Recovery,Land,South West,6:00pm - 8:59pm,05/2021,Yes
14112,0,Thursday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14113,0,Thursday,Prestwick,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14114,0,Thursday,Caernarfon,Search Only,Land,Wales,6:00am - 8:59am,05/2021,Yes
14115,0,Friday,Lee On Solent,Pre-arranged Transfer,Land,South East,12:00am - 2:59am,05/2021,Yes
14116,0,Friday,Prestwick,Rescue/Recovery,Land,Eastern Scotland,9:00am - 11:59am,05/2021,Yes
14117,0,Friday,Prestwick,Rescue/Recovery,Land,Eastern Scotland,12:00pm - 2:59pm,05/2021,Yes
14118,1,Friday,St Athan,Support,Land,South West,3:00pm - 5:59pm,05/2021,Yes
14119,0,Friday,St Athan,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,05/2021,Yes
14120,1,Saturday,Newquay,Support,Maritime,South West,3:00am - 5:59am,05/2021,Yes
14121,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14122,1,Saturday,Sumburgh,Rescue/Recovery,Coast,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14123,1,Saturday,Caernarfon,Rescue/Recovery,Coast,Wales,9:00am - 11:59am,05/2021,Yes
14124,1,Saturday,St Athan,Support,Coast,Wales,12:00pm - 2:59pm,05/2021,Yes
