,Date,Day_of_week,Name_of_the_Base,Type_of_tasking,Tasking_location,Tasking_outcome,Region,Latitude,Longitude,Time_of_day,Duration
7316,23/05/2018,Wednesday,Caernarfon,Support,Land,Terminated On Scene,Wales,53.28,-3.8,3.00pm - 5.59pm,0
7317,24/05/2018,Thursday,Inverness,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,58.96,-2.9,6.00pm - 8.59pm,5
7318,24/05/2018,Thursday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.8,-5.01,9.00pm - 11.59pm,2
7319,25/05/2018,Friday,Newquay,Search only,Maritime,Supported & Completed,South West,49.86,-3.47,9.00am - 11.59am,1
7320,25/05/2018,Friday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.78,-4.46,12.00pm - 2.59pm,1
7321,25/05/2018,Friday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.11,-3.65,3.00pm - 5.59pm,1
7322,25/05/2018,Friday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.99,-7.09,3.00pm - 5.59pm,1
7323,26/05/2018,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.13,-3.72,12.00am - 2.59am,2
7324,26/05/2018,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.8,-5.0,6.00am - 8.59am,2
7325,26/05/2018,Saturday,St Athan,Rescue/Recovery,Coast,Supported & Completed,South West,51.61,-2.65,9.00am - 11.59am,2
7326,26/05/2018,Saturday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Southern Scotland,55.42,-3.29,3.00pm - 5.59pm,2
7327,26/05/2018,Saturday,Inverness,Support,Coast,Terminated En Route,North Eastern Scotland,57.68,-2.33,6.00pm - 8.59pm,0
7328,26/05/2018,Saturday,Humberside,Search only,Land,Terminated En Route,North East,55.16,-1.53,9.00pm - 11.59pm,2
7329,27/05/2018,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.89,-6.35,12.00am - 2.59am,2
7330,27/05/2018,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.54,-5.02,3.00am - 5.59am,1
7331,27/05/2018,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.95,-6.35,6.00am - 8.59am,2
7332,27/05/2018,Sunday,Inverness,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.63,-4.09,9.00am - 11.59am,3
7333,27/05/2018,Sunday,Humberside,Search only,Coast,Supported & Completed,Yorkshire and the Humber,53.72,-0.45,12.00pm - 2.59pm,1
7334,27/05/2018,Sunday,Prestwick,Rescue/Recovery,Land,Supported & Completed,North West,54.45,-3.17,3.00pm - 5.59pm,3
7335,27/05/2018,Sunday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.02,-4.82,3.00pm - 5.59pm,2
7336,27/05/2018,Sunday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.07,-4.08,3.00pm - 5.59pm,1
7337,27/05/2018,Sunday,Inverness,Search only,Land,Terminated On Scene,Highlands and Islands,56.65,-4.9,6.00am - 8.59am,2
7338,27/05/2018,Sunday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.88,-4.03,3.00pm - 5.59pm,1
7339,27/05/2018,Sunday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Southern Scotland,54.9,-5.02,6.00pm - 8.59pm,3
7340,27/05/2018,Sunday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,North West,54.31,-2.93,6.00pm - 8.59pm,3
7341,27/05/2018,Sunday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,9.00pm - 11.59pm,2
7342,27/05/2018,Sunday,Inverness,Search only,Land,Supported & Completed,Highlands and Islands,56.65,-4.9,9.00pm - 11.59pm,2
7343,28/05/2018,Monday,St Athan,Search only,Land,Supported & Completed,Wales,52.58,-4.1,12.00am - 2.59am,2
7344,28/05/2018,Monday,Stornoway,Support,Coast,Supported & Completed,Highlands and Islands,58.61,-3.54,12.00am - 2.59am,3
7345,28/05/2018,Monday,Lydd,Support,Coast,Terminated En Route,South East,51.11,1.29,3.00am - 5.59am,0
7346,28/05/2018,Monday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,56.81,-5.12,6.00am - 8.59am,4
7347,28/05/2018,Monday,Caernarfon,Support,Land,Supported & Completed,Wales,52.69,-3.91,12.00pm - 2.59pm,0
7348,28/05/2018,Monday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.31,-4.68,12.00pm - 2.59pm,2
7349,28/05/2018,Monday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East of England,53.94,2.75,12.00pm - 2.59pm,3
7350,28/05/2018,Monday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.42,-1.2,12.00pm - 2.59pm,1
7351,28/05/2018,Monday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South East,50.81,-0.99,3.00pm - 5.59pm,0
7352,28/05/2018,Monday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.85,-5.01,3.00pm - 5.59pm,1
7353,28/05/2018,Monday,Prestwick,Search only,Land,Supported & Completed,Southern Scotland,55.56,-4.5,6.00pm - 8.59pm,1
7354,29/05/2018,Tuesday,Inverness,Search only,Land,Supported & Completed,North Eastern Scotland,57.49,-1.79,12.00pm - 2.59pm,1
7355,29/05/2018,Tuesday,Lydd,Rescue/Recovery,Coast,Supported & Completed,South East,50.74,0.24,12.00pm - 2.59pm,1
7356,29/05/2018,Tuesday,Humberside,Search only,Land,Diverted / Suspended,Yorkshire and the Humber,54.18,-0.33,3.00pm - 5.59pm,0
7357,29/05/2018,Tuesday,Inverness,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,59.88,-1.3,12.00pm - 2.59pm,8
7358,29/05/2018,Tuesday,Humberside,Rescue/Recovery,Land,Terminated On Scene,Yorkshire and the Humber,53.57,-0.64,3.00pm - 5.59pm,0
7359,29/05/2018,Tuesday,St Athan,Rescue/Recovery,Coast,Supported & Completed,Wales,51.6,-4.3,6.00pm - 8.59pm,1
7360,29/05/2018,Tuesday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.27,-1.61,9.00pm - 11.59pm,2
7361,29/05/2018,Tuesday,St Athan,Search only,Coast,Supported & Completed,South West,50.36,-3.57,9.00pm - 11.59pm,4
7362,30/05/2018,Wednesday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.16,-3.97,12.00am - 2.59am,1
7363,30/05/2018,Wednesday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.64,-6.27,9.00am - 11.59am,2
7364,30/05/2018,Wednesday,Humberside,Rescue/Recovery,Land,Terminated Prior to Launch,East Midlands,53.14,0.33,9.00am - 11.59am,0
7365,30/05/2018,Wednesday,Stornoway,Support,Coast,Supported & Completed,Highlands and Islands,57.19,-6.12,9.00am - 11.59am,2
7366,30/05/2018,Wednesday,Inverness,Search only,Coast,Supported & Completed,Highlands and Islands,57.19,-6.12,9.00am - 11.59am,1
7367,30/05/2018,Wednesday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.3,12.00pm - 2.59pm,2
7368,30/05/2018,Wednesday,Humberside,Search only,Land,Terminated On Scene,Yorkshire and the Humber,54.09,-1.38,12.00pm - 2.59pm,1
7369,30/05/2018,Wednesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.11,-5.38,3.00pm - 5.59pm,1
7370,30/05/2018,Wednesday,Humberside,Rescue/Recovery,Land,Supported & Completed,East Midlands,53.28,0.26,3.00pm - 5.59pm,1
7371,30/05/2018,Wednesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.81,-5.04,3.00pm - 5.59pm,0
7372,30/05/2018,Wednesday,Lee on Solent,Pre-arranged Transfer,Land,Terminated En Route,South East,50.71,-1.3,6.00pm - 8.59pm,0
7373,30/05/2018,Wednesday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12.00am - 2.59am,2
7374,31/05/2018,Thursday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.8,-5.04,6.00am - 8.59am,1
7375,31/05/2018,Thursday,Caernarfon,Rescue/Recovery,Coast,Terminated En Route,Wales,52.47,-4.1,9.00am - 11.59am,0
7376,31/05/2018,Thursday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.51,-6.17,12.00pm - 2.59pm,2
7377,31/05/2018,Thursday,Newquay,Pre-arranged Transfer,Land,Supported & Completed,South West,49.92,-6.3,3.00pm - 5.59pm,2
7378,31/05/2018,Thursday,St Athan,Support,Coast,Terminated En Route,South West,51.04,-4.25,3.00pm - 5.59pm,0
7379,31/05/2018,Thursday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.23,-4.83,6.00pm - 8.59pm,0
7380,31/05/2018,Thursday,Newquay,Support,Land,Terminated On Scene,South West,50.29,-5.24,6.00pm - 8.59pm,0
7381,31/05/2018,Thursday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,57.19,-6.15,6.00pm - 8.59pm,1
7382,01/06/2018,Friday,Inverness,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,58.87,-3.4,12.00pm - 2.59pm,4
7383,01/06/2018,Friday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.49,-5.38,12.00pm - 2.59pm,3
7384,01/06/2018,Friday,Caernarfon,Rescue/Recovery,Land,Terminated On Scene,Wales,53.07,-4.08,3.00pm - 5.59pm,1
7385,01/06/2018,Friday,St Athan,Rescue/Recovery,Coast,Supported & Completed,South West,51.16,-4.67,3.00pm - 5.59pm,2
7386,01/06/2018,Friday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.8,-5.05,6.00pm - 8.59pm,1
7387,01/06/2018,Friday,Lee on Solent,Rescue/Recovery,Maritime,Diverted / Suspended,South West,49.97,-2.11,6.00pm - 8.59pm,3
7388,01/06/2018,Friday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,South West,49.97,-2.11,6.00pm - 8.59pm,0
7389,01/06/2018,Friday,Lee on Solent,Pre-arranged Transfer,Land,Declined,South East,50.71,-1.3,9.00pm - 11.59pm,0
7390,02/06/2018,Saturday,Lydd,Rescue/Recovery,Coast,Supported & Completed,East of England,51.92,1.26,12.00am - 2.59am,2
7391,02/06/2018,Saturday,Caernarfon,Rescue/Recovery,Maritime,Supported & Completed,North West,53.85,-3.57,6.00am - 8.59am,2
7392,02/06/2018,Saturday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.23,-5.18,9.00am - 11.59am,1
7393,02/06/2018,Saturday,Lee on Solent,Support,Coast,Terminated En Route,South East,50.76,-1.34,12.00pm - 2.59pm,0
7394,02/06/2018,Saturday,Inverness,Pre-arranged Transfer,Coast,Terminated En Route,Highlands and Islands,57.25,-5.83,12.00pm - 2.59pm,0
7395,02/06/2018,Saturday,Prestwick,Support,Land,Terminated En Route,Eastern Scotland,56.33,-2.78,3.00pm - 5.59pm,0
7396,02/06/2018,Saturday,St Athan,Rescue/Recovery,Coast,Supported & Completed,Wales,51.6,-4.94,3.00pm - 5.59pm,3
7397,02/06/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,North West,54.23,-3.17,3.00pm - 5.59pm,2
7398,02/06/2018,Saturday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.68,-6.29,3.00pm - 5.59pm,2
7399,02/06/2018,Saturday,Humberside,Rescue/Recovery,Land,Supported & Completed,Yorkshire and the Humber,54.31,-0.48,6.00pm - 8.59pm,1
7400,03/06/2018,Sunday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,9.00am - 11.59am,2
7401,03/06/2018,Sunday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.72,-3.83,12.00pm - 2.59pm,3
7402,03/06/2018,Sunday,Inverness,Support,Coast,Terminated En Route,North Eastern Scotland,57.42,-1.83,3.00pm - 5.59pm,0
7403,03/06/2018,Sunday,Inverness,Rescue/Recovery,Land,Supported & Completed,Eastern Scotland,56.3,-2.71,3.00pm - 5.59pm,2
7404,04/06/2018,Monday,St Athan,Support,Coast,Terminated En Route,South West,50.51,-2.44,9.00am - 11.59am,0
7405,04/06/2018,Monday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South West,50.51,-2.44,9.00am - 11.59am,1
7406,04/06/2018,Monday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.67,-4.76,3.00pm - 5.59pm,2
7407,05/06/2018,Tuesday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.3,12.00pm - 2.59pm,2
7408,05/06/2018,Tuesday,Caernarfon,Search only,Land,Terminated En Route,Southern Scotland,54.24,-4.37,3.00pm - 5.59pm,0
7409,05/06/2018,Tuesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.8,-5.03,3.00pm - 5.59pm,2
7410,05/06/2018,Tuesday,Inverness,Rescue/Recovery,Land,Supported & Completed,North Eastern Scotland,57.08,-3.4,9.00pm - 11.59pm,1
7411,06/06/2018,Wednesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.71,-3.44,3.00pm - 5.59pm,0
7412,06/06/2018,Wednesday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.47,-3.89,3.00pm - 5.59pm,1
7413,06/06/2018,Wednesday,Prestwick,Support,Land,Terminated On Scene,Eastern Scotland,56.11,-3.98,6.00pm - 8.59pm,0
7414,06/06/2018,Wednesday,Caernarfon,Support,Land,Terminated On Scene,Wales,53.09,-3.8,6.00pm - 8.59pm,0
7415,07/06/2018,Thursday,Lydd,Pre-arranged Transfer,Land,Supported & Completed,London,51.53,-0.16,3.00am - 5.59am,7
7416,07/06/2018,Thursday,Prestwick,Support,Coast,Terminated Prior to Launch,Eastern Scotland,56.43,-2.99,6.00am - 8.59am,0
7417,07/06/2018,Thursday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,57.94,-5.29,12.00pm - 2.59pm,2
7418,07/06/2018,Thursday,Inverness,Rescue/Recovery,Land,Supported & Completed,North Eastern Scotland,56.93,-3.26,3.00pm - 5.59pm,1
7419,07/06/2018,Thursday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.07,-4.08,3.00pm - 5.59pm,3
7420,08/06/2018,Friday,Prestwick,Search only,Coast,Supported & Completed,Southern Scotland,54.84,-4.27,12.00am - 2.59am,3
7421,08/06/2018,Friday,Lydd,Rescue/Recovery,Coast,Supported & Completed,South East,51.35,1.44,3.00am - 5.59am,4
7422,08/06/2018,Friday,Lee on Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.73,-1.0,9.00am - 11.59am,2
7423,08/06/2018,Friday,Inverness,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,58.14,-3.02,9.00am - 11.59am,1
7424,08/06/2018,Friday,Stornoway,Search only,Land,Terminated On Scene,Highlands and Islands,58.15,-7.1,3.00pm - 5.59pm,1
7425,08/06/2018,Friday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.52,-4.95,9.00pm - 11.59pm,1
7426,08/06/2018,Friday,Caernarfon,Rescue/Recovery,Coast,Supported & Completed,Wales,53.32,-4.1,9.00pm - 11.59pm,2
7427,09/06/2018,Saturday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.8,-5.03,9.00am - 11.59am,1
7428,09/06/2018,Saturday,Lydd,Support,Land,Terminated Prior to Launch,East of England,51.9,-0.12,9.00am - 11.59am,0
7429,09/06/2018,Saturday,Lee on Solent,Support,Coast,Supported & Completed,South East,50.6,-1.35,12.00pm - 2.59pm,0
7430,09/06/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.08,-4.08,12.00pm - 2.59pm,2
7431,09/06/2018,Saturday,Lee on Solent,Support,Coast,Supported & Completed,South East,50.76,-1.21,12.00pm - 2.59pm,2
7432,09/06/2018,Saturday,Humberside,Rescue/Recovery,Coast,Terminated En Route,North East,55.34,-1.54,3.00pm - 5.59pm,0
7433,09/06/2018,Saturday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.91,-4.56,3.00pm - 5.59pm,1
7434,09/06/2018,Saturday,Humberside,Support,Land,Terminated En Route,East of England,52.71,1.41,6.00pm - 8.59pm,0
7435,09/06/2018,Saturday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.92,-6.32,6.00pm - 8.59pm,2
7436,10/06/2018,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.3,9.00am - 11.59am,1
7437,10/06/2018,Sunday,Prestwick,Support,Coast,Terminated En Route,Eastern Scotland,56.0,-3.39,9.00am - 11.59am,0
7438,10/06/2018,Sunday,Prestwick,Rescue/Recovery,Land,Terminated En Route,Eastern Scotland,56.09,-4.55,9.00am - 11.59am,0
7439,10/06/2018,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.47,-5.03,12.00pm - 2.59pm,1
7440,10/06/2018,Sunday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.5,-6.17,12.00pm - 2.59pm,1
7441,10/06/2018,Sunday,Prestwick,Rescue/Recovery,Coast,Terminated En Route,West Central Scotland,55.99,-4.71,12.00pm - 2.59pm,0
7442,10/06/2018,Sunday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.08,-4.08,3.00pm - 5.59pm,2
7443,10/06/2018,Sunday,Lydd,Rescue/Recovery,Coast,Supported & Completed,South East,50.78,0.33,3.00pm - 5.59pm,3
7444,10/06/2018,Sunday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.87,-5.28,3.00pm - 5.59pm,3
7445,10/06/2018,Sunday,Stornoway,Search only,Land,Supported & Completed,Highlands and Islands,57.91,-5.08,9.00pm - 11.59pm,3
7446,11/06/2018,Monday,Prestwick,Search only,Land,Supported & Completed,North West,54.52,-3.58,12.00am - 2.59am,4
7447,11/06/2018,Monday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.23,-4.88,6.00am - 8.59am,1
7448,11/06/2018,Monday,St Athan,Rescue/Recovery,Coast,Terminated On Scene,South West,51.43,-2.87,9.00am - 11.59am,1
7449,11/06/2018,Monday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.39,-4.83,6.00pm - 8.59pm,1
7450,12/06/2018,Tuesday,St Athan,Rescue/Recovery,Coast,Terminated On Scene,Wales,51.41,-3.15,12.00am - 2.59am,0
7451,12/06/2018,Tuesday,Lee on Solent,Search only,Maritime,Supported & Completed,South East,50.52,-0.68,12.00pm - 2.59pm,2
7452,12/06/2018,Tuesday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,3.00pm - 5.59pm,1
7453,12/06/2018,Tuesday,Prestwick,Support,Coast,Terminated En Route,North West,54.55,-3.61,9.00pm - 11.59pm,0
7454,13/06/2018,Wednesday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.03,-4.19,6.00am - 8.59am,2
7455,13/06/2018,Wednesday,Stornoway,Rescue/Recovery,Land,Terminated on Scene,Highlands and Islands,57.58,-7.23,9.00am - 11.59am,1
7456,13/06/2018,Wednesday,Humberside,Search only,Land,Supported & Completed,East Midlands,52.88,-0.01,9.00am - 11.59am,2
7457,13/06/2018,Wednesday,Lee on Solent,Pre-arranged Transfer,Land,Terminated En Route,South East,50.72,-1.27,9.00am - 11.59am,0
7458,13/06/2018,Wednesday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,53.63,0.57,12.00pm - 2.59pm,2
7459,13/06/2018,Wednesday,Lydd,Rescue/Recovery,Coast,Supported & Completed,South East,50.74,0.24,3.00pm - 5.59pm,5
7460,13/06/2018,Wednesday,St Athan,Support,Coast,Supported & Completed,Wales,51.45,-3.63,3.00pm - 5.59pm,1
7461,13/06/2018,Wednesday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South West,49.21,-2.07,9.00pm - 11.59pm,2
7462,14/06/2018,Thursday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,49.92,-6.3,12.00am - 2.59am,3
7463,14/06/2018,Thursday,Prestwick,Search only,Coast,Supported & Completed,Eastern Scotland,56.0,-3.35,12.00pm - 2.59pm,2
7464,14/06/2018,Thursday,Sumburgh,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,59.15,-2.64,3.00pm - 5.59pm,2
7465,14/06/2018,Thursday,Humberside,Rescue/Recovery,Coast,Supported & Completed,Yorkshire and the Humber,54.12,-0.08,3.00pm - 5.59pm,1
7466,14/06/2018,Thursday,St Athan,Rescue/Recovery,Coast,Supported & Completed,South West,51.13,-4.25,6.00pm - 8.59pm,1
7467,14/06/2018,Thursday,Newquay,Rescue/Recovery,Coast,Terminated En Route,South West,51.13,-4.25,6.00pm - 8.59pm,0
7468,15/06/2018,Friday,Humberside,Support,Coast,Terminated Prior to Launch,East of England,52.97,0.63,6.00am - 8.59am,0
7469,15/06/2018,Friday,Sumburgh,Support,Maritime,Supported & Completed,Highlands and Islands,60.6,-0.62,6.00am - 8.59am,4
7470,15/06/2018,Friday,Lee on Solent,Pre-arranged Transfer,Land,Supported & Completed,South West,49.24,-2.2,9.00pm - 11.59pm,4
7471,15/06/2018,Friday,Newquay,Search only,Coast,Supported & Completed,South West,50.47,-3.49,9.00pm - 11.59pm,2
7472,16/06/2018,Saturday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.54,-4.98,12.00am - 2.59am,1
7473,16/06/2018,Saturday,Caernarfon,Search only,Land,Supported & Completed,North West,53.63,-2.54,3.00am - 5.59am,2
7474,16/06/2018,Saturday,Humberside,Rescue/Recovery,Coast,Supported & Completed,Yorkshire and the Humber,53.64,-0.19,6.00am - 8.59am,2
7475,16/06/2018,Saturday,St Athan,Support,Coast,Supported & Completed,Wales,51.53,-4.21,9.00am - 11.59am,0
7476,16/06/2018,Saturday,Stornoway,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,57.68,-6.25,9.00am - 11.59am,2
7477,16/06/2018,Saturday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,50.17,-4.55,9.00am - 11.59am,2
7478,16/06/2018,Saturday,Lee on Solent,Rescue/Recovery,Coast,Supported & Completed,South East,50.72,-1.41,9.00am - 11.59am,2
7479,16/06/2018,Saturday,St Athan,Support,Coast,Terminated En Route,South West,50.24,-5.4,9.00am - 11.59am,0
7480,16/06/2018,Saturday,Newquay,Rescue/Recovery,Coast,Terminated On Scene,South West,50.24,-5.4,9.00am - 11.59am,0
7481,16/06/2018,Saturday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.33,-4.76,12.00pm - 2.59pm,1
7482,16/06/2018,Saturday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,52.62,-3.99,6.00pm - 8.59pm,1
7483,16/06/2018,Saturday,Lydd,Support,Coast,Supported & Completed,South East,50.76,0.1,6.00pm - 8.59pm,3
7484,16/06/2018,Saturday,Humberside,Search only,Coast,Supported & Completed,East of England,52.97,0.64,6.00pm - 8.59pm,5
7485,16/06/2018,Saturday,Newquay,Support,Land,Supported & Completed,South West,50.15,-5.07,9.00pm - 11.59pm,1
